SOG_ID	FungiDB-68_AfumigatusA1163	FungiDB-68_AfumigatusAf293	FungiDB-68_AnovofumigatusIBT16806
SOG007263.OG0007289	AFUB_076780	Afu6g10740	P174DRAFT_386590
SOG007264.OG0007290	AFUB_076790	Afu6g10750	P174DRAFT_449721
SOG007265.OG0007291	AFUB_076800	Afu6g10760	P174DRAFT_403884
SOG007266.OG0007292	AFUB_076810	Afu6g10770	P174DRAFT_403881
SOG007267.OG0007293	AFUB_076820	Afu6g10780	P174DRAFT_439886
SOG007268.OG0007294	AFUB_076840	Afu6g10800	P174DRAFT_449716
SOG007269.OG0007295	AFUB_076850	Afu6g10810	P174DRAFT_439882
SOG007270.OG0007296	AFUB_076860	Afu6g10820	P174DRAFT_511056
SOG007271.OG0007297	AFUB_076880	Afu6g10840	P174DRAFT_458815
SOG007272.OG0007298	AFUB_076890	Afu6g10850	P174DRAFT_511053
SOG007273.OG0007299	AFUB_076900	Afu6g10860	P174DRAFT_367624
SOG007274.OG0007300	AFUB_076910	Afu6g10880	P174DRAFT_386565
SOG007275.OG0007301	AFUB_076920	Afu6g10890	P174DRAFT_458811
SOG007276.OG0007302	AFUB_076930	Afu6g10900	P174DRAFT_367468
SOG007277.OG0007303	AFUB_076970	Afu6g10940	P174DRAFT_366337
SOG007278.OG0007304	AFUB_076990	Afu6g10965	P174DRAFT_419201
SOG007279.OG0007305	AFUB_077000	Afu6g10970	P174DRAFT_511044
SOG007280.OG0007306	AFUB_077010	Afu6g10980	P174DRAFT_511043
SOG007281.OG0007307	AFUB_077020	Afu6g10990	P174DRAFT_458803
SOG007282.OG0007308	AFUB_077040	Afu6g11010	P174DRAFT_439867
SOG007283.OG0007309	AFUB_077050	Afu6g11020	P174DRAFT_439866
SOG007284.OG0007310	AFUB_077060	Afu6g11030	P174DRAFT_386538
SOG007285.OG0007311	AFUB_077070	Afu6g11040	P174DRAFT_439865
SOG007286.OG0007312	AFUB_077080	Afu6g11060	P174DRAFT_449697
SOG007287.OG0007313	AFUB_077090	Afu6g11070	P174DRAFT_439863
SOG007288.OG0007314	AFUB_077120	Afu6g11100	P174DRAFT_458796
SOG007289.OG0007315	AFUB_077130	Afu6g11110	P174DRAFT_429637
SOG007290.OG0007316	AFUB_077140	Afu6g11120	P174DRAFT_439857
SOG007291.OG0007317	AFUB_077150	Afu6g11130	P174DRAFT_511032
SOG007292.OG0007318	AFUB_077160	Afu6g11140	P174DRAFT_368436
SOG007293.OG0007319	AFUB_077170	Afu6g11150	P174DRAFT_386522
SOG007294.OG0007320	AFUB_077180	Afu6g11160	P174DRAFT_429633
SOG007295.OG0007321	AFUB_077190	Afu6g11170	P174DRAFT_367165
SOG007296.OG0007322	AFUB_077200	Afu6g11180	P174DRAFT_458787
SOG007297.OG0007323	AFUB_077210	Afu6g11190	P174DRAFT_449686
SOG007298.OG0007324	AFUB_077220	Afu6g11200	P174DRAFT_502623
SOG007299.OG0007325	AFUB_077230	Afu6g11210	P174DRAFT_439848
SOG007300.OG0007326	AFUB_077240	Afu6g11220	P174DRAFT_439847
SOG007301.OG0007327	AFUB_077250	Afu6g11230	P174DRAFT_128127
SOG007302.OG0007328	AFUB_077260	Afu6g11240	P174DRAFT_439845
SOG007303.OG0007329	AFUB_077270	Afu6g11250	P174DRAFT_449680
SOG007304.OG0007330	AFUB_077280	Afu6g11260	P174DRAFT_439843
SOG007305.OG0007331	AFUB_077290	Afu6g11270	P174DRAFT_386493
SOG007306.OG0007332	AFUB_077300	Afu6g11280	P174DRAFT_511017
SOG007307.OG0007333	AFUB_077310	Afu6g11290	P174DRAFT_511016
SOG007308.OG0007334	AFUB_077320	Afu6g11300	P174DRAFT_439837
SOG007309.OG0007335	AFUB_077340	Afu6g11320	P174DRAFT_449672
SOG007310.OG0007336	AFUB_077370	Afu6g11360	P174DRAFT_511009
SOG007311.OG0007337	AFUB_077380	Afu6g11370	P174DRAFT_458769
SOG007312.OG0007338	AFUB_077390	Afu6g11380	P174DRAFT_403769
SOG007313.OG0007339	AFUB_077400	Afu6g11390	P174DRAFT_439826
SOG007314.OG0007340	AFUB_077410	Afu6g11400	P174DRAFT_386470
SOG007315.OG0007341	AFUB_077420	Afu6g11410	P174DRAFT_127508
SOG007316.OG0007342	AFUB_077430	Afu6g11420	P174DRAFT_386463
SOG007317.OG0007343	AFUB_077460	Afu6g11450	P174DRAFT_502600
SOG007318.OG0007344	AFUB_077470	Afu6g11460	P174DRAFT_449659
SOG007319.OG0007345	AFUB_077500	Afu6g11490	P174DRAFT_439816
SOG007320.OG0007346	AFUB_077520	Afu6g11510	P174DRAFT_367193
SOG007321.OG0007347	AFUB_077530	Afu6g11520	P174DRAFT_386441
SOG007322.OG0007348	AFUB_077540	Afu6g11530	P174DRAFT_368626
SOG007323.OG0007349	AFUB_077590	Afu6g11570	P174DRAFT_439809
SOG007324.OG0007350	AFUB_077600	Afu6g11580	P174DRAFT_449648
SOG007325.OG0007351	AFUB_077640	Afu6g11620	P174DRAFT_439805
SOG007326.OG0007352	AFUB_077650	Afu6g11660	P174DRAFT_510986
SOG007327.OG0007353	AFUB_077660	Afu6g11670	P174DRAFT_480737
SOG007328.OG0007354	AFUB_077760	Afu6g11770	
SOG007329.OG0007355	AFUB_077830	Afu6g11820	
SOG007330.OG0007356	AFUB_077840	Afu6g11840	
SOG007331.OG0007357	AFUB_077850	Afu6g11850	P174DRAFT_458735
SOG007332.OG0007358	AFUB_077870	Afu6g11870	P174DRAFT_510980
SOG007333.OG0007359	AFUB_077880	Afu6g11880	P174DRAFT_386416
SOG007334.OG0007360	AFUB_077970	Afu6g11990	P174DRAFT_480516
SOG007335.OG0007361	AFUB_077980	Afu6g12000	P174DRAFT_510965
SOG007336.OG0007362	AFUB_078010	Afu6g12020	P174DRAFT_502552
SOG007337.OG0007363	AFUB_078030	Afu6g12040	P174DRAFT_403660
SOG007338.OG0007364	AFUB_078080	Afu6g12090	P174DRAFT_510960
SOG007339.OG0007365	AFUB_078110	Afu6g12120	P174DRAFT_366389
SOG007340.OG0007366	AFUB_078150	Afu6g12150	P174DRAFT_510957
SOG007341.OG0007367	AFUB_078170	Afu6g12170	P174DRAFT_429523
SOG007342.OG0007368	AFUB_078180	Afu6g12180	P174DRAFT_403639
SOG007343.OG0007369	AFUB_078190	Afu6g12190	P174DRAFT_429521
SOG007344.OG0007370	AFUB_078200	Afu6g12200	P174DRAFT_419064
SOG007345.OG0007371	AFUB_078230	Afu6g12220	P174DRAFT_439770
SOG007346.OG0007372	AFUB_078250	Afu6g12240	P174DRAFT_439767
SOG007347.OG0007373	AFUB_078270	Afu6g12270	P174DRAFT_419057
SOG007348.OG0007374	AFUB_078280	Afu6g12280	P174DRAFT_368234
SOG007349.OG0007375	AFUB_078290	Afu6g12290	P174DRAFT_368809
SOG007350.OG0007376	AFUB_078300	Afu6g12300	P174DRAFT_429512
SOG007351.OG0007377	AFUB_078310	Afu6g12310	P174DRAFT_439760
SOG007352.OG0007378	AFUB_078320	Afu6g12320	P174DRAFT_439759
SOG007353.OG0007379	AFUB_078330	Afu6g12330	P174DRAFT_439758
SOG007354.OG0007380	AFUB_078340	Afu6g12340	P174DRAFT_125626
SOG007355.OG0007381	AFUB_078350	Afu6g12350	P174DRAFT_502528
SOG007356.OG0007382	AFUB_078360	Afu6g12360	P174DRAFT_439755
SOG007357.OG0007383	AFUB_078370	Afu6g12370	P174DRAFT_366813
SOG007358.OG0007384	AFUB_078380	Afu6g12380	P174DRAFT_403605
SOG007359.OG0007385	AFUB_078390	Afu6g12390	P174DRAFT_439753
SOG007360.OG0007386	AFUB_078400	Afu6g12400	P174DRAFT_458667
SOG007361.OG0007387	AFUB_078430	Afu6g12420	P174DRAFT_449585
SOG007362.OG0007388	AFUB_078440	Afu6g12430	P174DRAFT_439747
SOG007363.OG0007389	AFUB_078450	Afu6g12440	P174DRAFT_510932
SOG007364.OG0007390	AFUB_078460	Afu6g12450	P174DRAFT_439744
SOG007365.OG0007391	AFUB_078470	Afu6g12460	P174DRAFT_386291
SOG007366.OG0007392	AFUB_078480	Afu6g12470	P174DRAFT_403585
SOG007367.OG0007393	AFUB_078490	Afu6g12480	P174DRAFT_419035
SOG007368.OG0007394	AFUB_078500	Afu6g12490	P174DRAFT_439741
SOG007369.OG0007395	AFUB_078510	Afu6g12500	P174DRAFT_439740
SOG007370.OG0007396	AFUB_078520	Afu6g12522	P174DRAFT_125023
SOG007371.OG0007397	AFUB_078530	Afu6g12530	P174DRAFT_439737
SOG007372.OG0007398	AFUB_078540	Afu6g12540	P174DRAFT_366740
SOG007373.OG0007399	AFUB_078550	Afu6g12550	P174DRAFT_419031
SOG007374.OG0007400	AFUB_078560	Afu6g12560	P174DRAFT_403565
SOG007375.OG0007401	AFUB_078570	Afu6g12570	P174DRAFT_419029
SOG007376.OG0007402	AFUB_078580	Afu6g12580	P174DRAFT_367132
SOG007377.OG0007403	AFUB_078600	Afu6g12600	P174DRAFT_124690
SOG007378.OG0007404	AFUB_078610	Afu6g12610	P174DRAFT_439731
SOG007379.OG0007405	AFUB_078620	Afu6g12620	P174DRAFT_439729
SOG007380.OG0007406	AFUB_078630	Afu6g12630	P174DRAFT_386251
SOG007381.OG0007407	AFUB_078640	Afu6g12640	P174DRAFT_403543
SOG007382.OG0007408	AFUB_078650	Afu6g12650	P174DRAFT_439726
SOG007383.OG0007409	AFUB_078660	Afu6g12660	P174DRAFT_458644
SOG007384.OG0007410	AFUB_078680	Afu6g12680	P174DRAFT_439724
SOG007385.OG0007411	AFUB_078700	Afu6g12700	P174DRAFT_123638
SOG007386.OG0007412	AFUB_078710	Afu6g12710	P174DRAFT_366320
SOG007387.OG0007413	AFUB_078720	Afu6g12720	P174DRAFT_439718
SOG007388.OG0007414	AFUB_078730	Afu6g12730	P174DRAFT_458637
SOG007389.OG0007415	AFUB_078750	Afu6g12750	P174DRAFT_368690
SOG007390.OG0007416	AFUB_078760	Afu6g12760	P174DRAFT_439713
SOG007391.OG0007417	AFUB_078770	Afu6g12770	P174DRAFT_449555
SOG007392.OG0007418	AFUB_078780	Afu6g12780	P174DRAFT_403502
SOG007393.OG0007419	AFUB_078790	Afu6g12790	P174DRAFT_510902
SOG007394.OG0007420	AFUB_078840	Afu8g06200	
SOG007395.OG0007421	AFUB_078920	Afu8g06280	
SOG007396.OG0007422	AFUB_079250	Afu1g01550	P174DRAFT_378097
SOG007397.OG0007423	AFUB_079260	Afu1g01540	P174DRAFT_507468
SOG007398.OG0007424	AFUB_079270	Afu1g01530	P174DRAFT_454828
SOG007399.OG0007425	AFUB_079300	Afu1g01490	P174DRAFT_413938
SOG007400.OG0007426	AFUB_079330	Afu1g01450	P174DRAFT_396637
SOG007401.OG0007427	AFUB_079350	Afu1g01430	P174DRAFT_507473
SOG007402.OG0007428	AFUB_079410	Afu1g01380	P174DRAFT_464243
SOG007403.OG0007429	AFUB_079430	Afu1g01360	P174DRAFT_464270
SOG007404.OG0007430	AFUB_079440	Afu1g01350	P174DRAFT_308355
SOG007405.OG0007431	AFUB_079450	Afu1g01340	P174DRAFT_464246
SOG007406.OG0007432	AFUB_079460	Afu1g01330	P174DRAFT_378154
SOG007407.OG0007433	AFUB_079470	Afu1g01320	P174DRAFT_435205
SOG007408.OG0007434	AFUB_079550	Afu1g01250	P174DRAFT_378477
SOG007409.OG0007435	AFUB_079570	Afu1g01230	P174DRAFT_396669
SOG007410.OG0007436	AFUB_079580	Afu1g01220	P174DRAFT_498742
SOG007411.OG0007437	AFUB_079590	Afu1g01210	P174DRAFT_464258
SOG007412.OG0007438	AFUB_079600	Afu1g01200	P174DRAFT_435216
SOG007413.OG0007439	AFUB_079610	Afu1g01190	P174DRAFT_378349
SOG007414.OG0007440	AFUB_079640	Afu1g01170	P174DRAFT_464271
SOG007415.OG0007441	AFUB_079660	Afu1g01140	P174DRAFT_515862
SOG007416.OG0007442	AFUB_079690	Afu1g01110	
SOG007417.OG0007443	AFUB_079870		P174DRAFT_425049
SOG007418.OG0007447	AFUB_080370	Afu8g07370	P174DRAFT_515176
SOG007419.OG0007448	AFUB_080390	Afu8g07350	P174DRAFT_376442
SOG007420.OG0007449	AFUB_080420	Afu8g07320	P174DRAFT_375868
SOG007421.OG0007450	AFUB_080460	Afu8g07280	P174DRAFT_444972
SOG007422.OG0007451	AFUB_080490	Afu8g07260	P174DRAFT_395263
SOG007423.OG0007452	AFUB_080520	Afu8g07235	P174DRAFT_424099
SOG007424.OG0007453	AFUB_080540	Afu8g07225	P174DRAFT_412546
SOG007425.OG0007454	AFUB_080550	Afu8g07220	P174DRAFT_515159
SOG007426.OG0007455	AFUB_080570	Afu8g07200	P174DRAFT_444958
SOG007427.OG0007456	AFUB_080590	Afu8g07190	P174DRAFT_395241
SOG007428.OG0007457	AFUB_080640	Afu8g07160	P174DRAFT_463381
SOG007429.OG0007458	AFUB_080660	Afu8g07140	P174DRAFT_515151
SOG007430.OG0007459	AFUB_080690	Afu8g07110	P174DRAFT_286249
SOG007431.OG0007460	AFUB_080700	Afu8g07100	P174DRAFT_412510
SOG007432.OG0007461	AFUB_080710	Afu8g07090	P174DRAFT_506756
SOG007433.OG0007462	AFUB_080750	Afu8g07050	P174DRAFT_444945
SOG007434.OG0007463	AFUB_080780	Afu8g07020	P174DRAFT_515137
SOG007435.OG0007464	AFUB_080820	Afu8g06970	
SOG007436.OG0007465	AFUB_080830	Afu8g06960	
SOG007437.OG0007466	AFUB_080860	Afu8g06920	
SOG007438.OG0007467	AFUB_080880	Afu8g06890	P174DRAFT_463337
SOG007439.OG0007468	AFUB_080890	Afu8g06880	P174DRAFT_375846
SOG007440.OG0007469	AFUB_080910	Afu8g06860	P174DRAFT_424032
SOG007441.OG0007470	AFUB_080920	Afu8g06850	P174DRAFT_454038
SOG007442.OG0007471	AFUB_080950	Afu8g06830	P174DRAFT_515110
SOG007443.OG0007472	AFUB_080970	Afu8g06810	
SOG007444.OG0007473	AFUB_080980	Afu8g06800	P174DRAFT_495584
SOG007445.OG0007474	AFUB_081170	Afu8g06600	P174DRAFT_434216
SOG007446.OG0007475	AFUB_081180	Afu8g06590	P174DRAFT_463296
SOG007447.OG0007476	AFUB_081229	Afu8g06554	P174DRAFT_515090
SOG007448.OG0007477	AFUB_081230	Afu8g06550	P174DRAFT_395100
SOG007449.OG0007478	AFUB_081270	Afu8g06510	P174DRAFT_454010
SOG007450.OG0007479	AFUB_081300	Afu8g06470	P174DRAFT_434206
SOG007451.OG0007480	AFUB_081310	Afu8g06460	P174DRAFT_423988
SOG007452.OG0007481	AFUB_081340	Afu8g06430	P174DRAFT_444898
SOG007453.OG0007482	AFUB_081380	Afu8g06100	
SOG007454.OG0007483	AFUB_081440	Afu8g06050	P174DRAFT_444883
SOG007455.OG0007484	AFUB_081460	Afu8g06040	P174DRAFT_463256
SOG007456.OG0007485	AFUB_081500	Afu8g06010	P174DRAFT_412359
SOG007457.OG0007486	AFUB_081570	Afu8g05960	P174DRAFT_463249
SOG007458.OG0007487	AFUB_081580	Afu8g05950	P174DRAFT_463248
SOG007459.OG0007488	AFUB_081600	Afu8g05940	P174DRAFT_375423
SOG007460.OG0007489	AFUB_081610	Afu8g05930	P174DRAFT_395049
SOG007461.OG0007490	AFUB_081650	Afu8g05890	P174DRAFT_376631
SOG007462.OG0007491	AFUB_081660	Afu8g05880	P174DRAFT_463243
SOG007463.OG0007492	AFUB_081670	Afu8g05870	P174DRAFT_515056
SOG007464.OG0007493	AFUB_081690	Afu8g05850	P174DRAFT_515054
SOG007465.OG0007494	AFUB_081710	Afu8g05830	P174DRAFT_463238
SOG007466.OG0007495	AFUB_081720	Afu8g05820	P174DRAFT_395042
SOG007467.OG0007496	AFUB_081730	Afu8g05810	P174DRAFT_444871
SOG007468.OG0007497	AFUB_081750	Afu8g05800	P174DRAFT_395036
SOG007469.OG0007498	AFUB_081760	Afu8g05790	P174DRAFT_444868
SOG007470.OG0007499	AFUB_081790	Afu8g05760	P174DRAFT_515048
SOG007471.OG0007500	AFUB_081830	Afu8g05720	
SOG007472.OG0007501	AFUB_081850	Afu8g05700	P174DRAFT_444864
SOG007473.OG0007502	AFUB_081870	Afu8g05680	P174DRAFT_376251
SOG007474.OG0007503	AFUB_081880	Afu8g05670	P174DRAFT_434154
SOG007475.OG0007504	AFUB_081890	Afu8g05660	P174DRAFT_434152
SOG007476.OG0007505	AFUB_081900	Afu8g05650	P174DRAFT_463224
SOG007477.OG0007506	AFUB_081910	Afu8g05640	P174DRAFT_423927
SOG007478.OG0007507	AFUB_081920	Afu8g05630	P174DRAFT_423926
SOG007479.OG0007508	AFUB_081930	Afu8g05620	P174DRAFT_376096
SOG007480.OG0007509	AFUB_081940	Afu8g05610	P174DRAFT_453952
SOG007481.OG0007510	AFUB_081960	Afu8g05600	P174DRAFT_444845
SOG007482.OG0007511	AFUB_081980	Afu8g05580	P174DRAFT_444841
SOG007483.OG0007512	AFUB_081990	Afu8g05570	P174DRAFT_444840
SOG007484.OG0007513	AFUB_082000	Afu8g05560	P174DRAFT_423917
SOG007485.OG0007514	AFUB_082010	Afu8g05540	P174DRAFT_376505
SOG007486.OG0007515	AFUB_082020	Afu8g05530	P174DRAFT_434140
SOG007487.OG0007516	AFUB_082040	Afu8g05510	P174DRAFT_412294
SOG007488.OG0007517	AFUB_082050	Afu8g05500	P174DRAFT_444833
SOG007489.OG0007518	AFUB_082060	Afu8g05490	P174DRAFT_444832
SOG007490.OG0007519	AFUB_082070	Afu8g05480	P174DRAFT_394986
SOG007491.OG0007520	AFUB_082080	Afu8g05460	P174DRAFT_434134
SOG007492.OG0007521	AFUB_082090	Afu8g05450	P174DRAFT_463203
SOG007493.OG0007522	AFUB_082100	Afu8g05440	P174DRAFT_376187
SOG007494.OG0007523	AFUB_082110	Afu8g05430	P174DRAFT_434131
SOG007495.OG0007524	AFUB_082120	Afu8g05420	P174DRAFT_506628
SOG007496.OG0007525	AFUB_082130	Afu8g05410	P174DRAFT_282586
SOG007497.OG0007526	AFUB_082140	Afu8g05400	P174DRAFT_375452
SOG007498.OG0007527	AFUB_082150	Afu8g05380	P174DRAFT_394970
SOG007499.OG0007528	AFUB_082160	Afu8g05370	P174DRAFT_444820
SOG007500.OG0007529	AFUB_082170	Afu8g05360	P174DRAFT_444819
SOG007501.OG0007530	AFUB_082180	Afu8g05350	P174DRAFT_444817
SOG007502.OG0007531	AFUB_082190	Afu8g05340	P174DRAFT_444816
SOG007503.OG0007532	AFUB_082200	Afu8g05330	P174DRAFT_412261
SOG007504.OG0007533	AFUB_082210	Afu8g05320	P174DRAFT_444814
SOG007505.OG0007534	AFUB_082220	Afu8g05310	P174DRAFT_394956
SOG007506.OG0007535	AFUB_082230	Afu8g05300	P174DRAFT_282109
SOG007507.OG0007536	AFUB_082240	Afu8g05290	P174DRAFT_463188
SOG007508.OG0007537	AFUB_082250	Afu8g05280	P174DRAFT_423893
SOG007509.OG0007538	AFUB_082260	Afu8g05270	P174DRAFT_282122
SOG007510.OG0007539	AFUB_082270	Afu8g05260	P174DRAFT_444807
SOG007511.OG0007540	AFUB_082290	Afu8g05230	P174DRAFT_515002
SOG007512.OG0007541	AFUB_082300	Afu8g05220	P174DRAFT_444803
SOG007513.OG0007542	AFUB_082310	Afu8g05210	P174DRAFT_506610
SOG007514.OG0007543	AFUB_082320	Afu8g05200	P174DRAFT_463183
SOG007515.OG0007544	AFUB_082330	Afu8g05190	P174DRAFT_514999
SOG007516.OG0007545	AFUB_082340	Afu8g05170	P174DRAFT_495121
SOG007517.OG0007546	AFUB_082350	Afu8g05160	P174DRAFT_444796
SOG007518.OG0007547	AFUB_082360	Afu8g05140	P174DRAFT_444795
SOG007519.OG0007548	AFUB_082370	Afu8g05130	P174DRAFT_463177
SOG007520.OG0007549	AFUB_082380	Afu8g05120	P174DRAFT_463176
SOG007521.OG0007550	AFUB_082390	Afu8g05110	P174DRAFT_394922
SOG007522.OG0007551	AFUB_082400	Afu8g05100	P174DRAFT_412221
SOG007523.OG0007552	AFUB_082410	Afu8g05090	P174DRAFT_463172
SOG007524.OG0007553	AFUB_082440	Afu8g05060	P174DRAFT_444784
SOG007525.OG0007554	AFUB_082470	Afu8g05030	P174DRAFT_412211
SOG007526.OG0007555	AFUB_082480	Afu8g05020	P174DRAFT_281110
SOG007527.OG0007556	AFUB_082490	Afu8g05010	P174DRAFT_394903
SOG007528.OG0007557	AFUB_082500	Afu8g05000	P174DRAFT_412202
SOG007529.OG0007558	AFUB_082510	Afu8g04990	P174DRAFT_463164
SOG007530.OG0007559	AFUB_082520	Afu8g04980	P174DRAFT_375985
SOG007531.OG0007560	AFUB_082530	Afu8g04970	P174DRAFT_423866
SOG007532.OG0007561	AFUB_082540	Afu8g04960	P174DRAFT_444766
SOG007533.OG0007562	AFUB_082550	Afu8g04950	P174DRAFT_394895
SOG007534.OG0007563	AFUB_082560	Afu8g04940	P174DRAFT_444765
SOG007535.OG0007564	AFUB_082570	Afu8g04920	P174DRAFT_506588
SOG007536.OG0007565	AFUB_082580	Afu8g04910	P174DRAFT_376127
SOG007537.OG0007566	AFUB_082590	Afu8g04900	P174DRAFT_444761
SOG007538.OG0007567	AFUB_082600	Afu8g04890	P174DRAFT_444760
SOG007539.OG0007568	AFUB_082610	Afu8g04880	P174DRAFT_453886
SOG007540.OG0007569	AFUB_082620	Afu8g04870	P174DRAFT_453885
SOG007541.OG0007570	AFUB_082630	Afu8g04860	P174DRAFT_375523
SOG007542.OG0007571	AFUB_082640	Afu8g04850	P174DRAFT_514968
SOG007543.OG0007572	AFUB_082650	Afu8g04840	P174DRAFT_444753
SOG007544.OG0007573	AFUB_082660	Afu8g04830	P174DRAFT_280132
SOG007545.OG0007574	AFUB_082670	Afu8g04826	P174DRAFT_434080
SOG007546.OG0007575	AFUB_082690	Afu8g04820	P174DRAFT_463147
SOG007547.OG0007576	AFUB_082700	Afu8g04810	P174DRAFT_434078
SOG007548.OG0007577	AFUB_082710	Afu8g04800	P174DRAFT_444747
SOG007549.OG0007578	AFUB_082720	Afu8g04790	P174DRAFT_394863
SOG007550.OG0007579	AFUB_082730	Afu8g04780	P174DRAFT_444745
SOG007551.OG0007580	AFUB_082740	Afu8g04770	P174DRAFT_394856
SOG007552.OG0007581	AFUB_082750	Afu8g04760	P174DRAFT_453873
SOG007553.OG0007582	AFUB_082760	Afu8g04750	P174DRAFT_444742
SOG007554.OG0007583	AFUB_082770	Afu8g04740	P174DRAFT_444740
SOG007555.OG0007584	AFUB_082790	Afu8g04720	P174DRAFT_375669
SOG007556.OG0007585	AFUB_082810	Afu8g04702	P174DRAFT_423837
SOG007557.OG0007586	AFUB_082830	Afu8g04670	P174DRAFT_279937
SOG007558.OG0007587	AFUB_082840	Afu8g04660	P174DRAFT_434064
SOG007559.OG0007588	AFUB_082850	Afu8g04650	P174DRAFT_506563
SOG007560.OG0007589	AFUB_082860	Afu8g04640	P174DRAFT_423832
SOG007561.OG0007590	AFUB_082870	Afu8g04630	P174DRAFT_444728
SOG007562.OG0007591	AFUB_082880	Afu8g04620	P174DRAFT_394826
SOG007563.OG0007592	AFUB_082890	Afu8g04610	P174DRAFT_444726
SOG007564.OG0007593	AFUB_082900	Afu8g04590	P174DRAFT_444725
SOG007565.OG0007594	AFUB_082910	Afu8g04580	P174DRAFT_444723
SOG007566.OG0007595	AFUB_082920	Afu8g04570	P174DRAFT_463125
SOG007567.OG0007596	AFUB_082930	Afu8g04560	P174DRAFT_463124
SOG007568.OG0007597	AFUB_082940	Afu8g04550	P174DRAFT_376611
SOG007569.OG0007598	AFUB_082950	Afu8g04540	P174DRAFT_444717
SOG007570.OG0007599	AFUB_082960	Afu8g04530	P174DRAFT_444716
SOG007571.OG0007600	AFUB_082970	Afu8g04520	P174DRAFT_444715
SOG007572.OG0007601	AFUB_082990	Afu8g04510	P174DRAFT_444714
SOG007573.OG0007602	AFUB_083000	Afu8g04500	P174DRAFT_444712
SOG007574.OG0007603	AFUB_083010	Afu8g04490	P174DRAFT_423820
SOG007575.OG0007604	AFUB_083070	Afu8g04470	P174DRAFT_412109
SOG007576.OG0007605	AFUB_083080	Afu8g04460	P174DRAFT_444703
SOG007577.OG0007606	AFUB_083090	Afu8g04450	P174DRAFT_278855
SOG007578.OG0007607	AFUB_083100	Afu8g04440	P174DRAFT_444700
SOG007579.OG0007608	AFUB_083110	Afu8g04430	P174DRAFT_278779
SOG007580.OG0007609	AFUB_083120	Afu8g04420	P174DRAFT_278769
SOG007581.OG0007610	AFUB_083130	Afu8g04410	P174DRAFT_375775
SOG007582.OG0007611	AFUB_083140	Afu8g04400	P174DRAFT_375786
SOG007583.OG0007612	AFUB_083150	Afu8g04390	P174DRAFT_444694
SOG007584.OG0007613	AFUB_083160	Afu8g04380	P174DRAFT_463105
SOG007585.OG0007614	AFUB_083170	Afu8g04370	P174DRAFT_412083
SOG007586.OG0007615	AFUB_083180	Afu8g04360	P174DRAFT_444691
SOG007587.OG0007616	AFUB_083190	Afu8g04350	P174DRAFT_444689
SOG007588.OG0007617	AFUB_083210	Afu8g04330	P174DRAFT_278570
SOG007589.OG0007618	AFUB_083220	Afu8g04320	P174DRAFT_394776
SOG007590.OG0007619	AFUB_083240	Afu8g04310	P174DRAFT_423796
SOG007591.OG0007620	AFUB_083250	Afu8g04300	P174DRAFT_434025
SOG007592.OG0007621	AFUB_083260	Afu8g04290	P174DRAFT_394775
SOG007593.OG0007622	AFUB_083270	Afu8g04280	P174DRAFT_278430
SOG007594.OG0007623	AFUB_083280	Afu8g04270	P174DRAFT_278425
SOG007595.OG0007624	AFUB_083290	Afu8g04260	P174DRAFT_444680
SOG007596.OG0007625	AFUB_083300	Afu8g04250	P174DRAFT_444679
SOG007597.OG0007626	AFUB_083310	Afu8g04240	P174DRAFT_463091
SOG007598.OG0007627	AFUB_083320	Afu8g04230	P174DRAFT_394760
SOG007599.OG0007628	AFUB_083330	Afu8g04220	P174DRAFT_453821
SOG007600.OG0007629	AFUB_083350	Afu8g04200	P174DRAFT_375439
SOG007601.OG0007630	AFUB_083360	Afu8g04190	P174DRAFT_463086
SOG007602.OG0007631	AFUB_083370	Afu8g04180	P174DRAFT_514907
SOG007603.OG0007632	AFUB_083380	Afu8g04170	P174DRAFT_514906
SOG007604.OG0007633	AFUB_083410	Afu8g04150	P174DRAFT_376355
SOG007605.OG0007634	AFUB_083420	Afu8g04140	P174DRAFT_444665
SOG007606.OG0007635	AFUB_083530	Afu8g04030	P174DRAFT_463068
SOG007607.OG0007636	AFUB_083560	Afu8g04010	P174DRAFT_453800
SOG007608.OG0007637	AFUB_083570	Afu8g04000	P174DRAFT_444646
SOG007609.OG0007638	AFUB_083580	Afu8g03990	P174DRAFT_444645
SOG007610.OG0007639	AFUB_083590	Afu8g03980	P174DRAFT_514884
SOG007611.OG0007640	AFUB_083600	Afu8g03970	P174DRAFT_463061
SOG007612.OG0007641	AFUB_083610	Afu8g03960	P174DRAFT_375713
SOG007613.OG0007642	AFUB_083620	Afu8g03950	P174DRAFT_376460
SOG007614.OG0007643	AFUB_083650	Afu8g03920	P174DRAFT_276975
SOG007615.OG0007644	AFUB_083660	Afu8g03910	P174DRAFT_394688
SOG007616.OG0007645	AFUB_083670	Afu8g03905	P174DRAFT_463054
SOG007617.OG0007646	AFUB_083680	Afu8g03900	P174DRAFT_463053
SOG007618.OG0007647	AFUB_083690	Afu8g03890	P174DRAFT_444632
SOG007619.OG0007648	AFUB_083700	Afu8g03880	P174DRAFT_463051
SOG007620.OG0007649	AFUB_083710	Afu8g03870	P174DRAFT_394680
SOG007621.OG0007650	AFUB_083720	Afu8g02870	P174DRAFT_413027
SOG007622.OG0007651	AFUB_083730	Afu8g02860	P174DRAFT_413025
